Title,Publication Year,Journal Name,DOI
Effect of long-term infiltration on porosity-permeability evolution in carbonate rocks: An online NMR coupling penetration test,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.129029
Historic changes in nutrient fluxes from the Yangtze River to the sea: Recent response to catchment regulation and potential linkage to maritime red tides,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.129024
Estimation of base and surface flow using deep neural networks and a hydrologic model in two watersheds of the Chesapeake Bay,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128916
"Effects of anthropogenic climate change on the drought characteristics in China: From frequency, duration, intensity, and affected area",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.129008
Effect of freeze–thaw process on heat transfer and water migration between soil water and groundwater,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128987
Retirement of US fossil fuel-fired power plants will increase water availability,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128984
Navigating the fluid funding landscape,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128909
Real-time model predictive control study of run-of-river hydropower plants with data-driven and physics-based coupled model,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128942
Towards hydrological connectivity in the karst hillslope critical zone: Insight from using water isotope signals,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128926
"Modeling groundwater transit time distributions and means across a Nebraska watershed: Effects of heterogeneity in the aquifer, riverbed, and recharge parameters",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128891
A novel method of estimating dynamic partial contributing area for integrating subsurface flow layer into GIUH model,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128981
"Direct, geodetic and simulated mass balance studies of the Kolahoi Glacier in the Kashmir Himalaya, India",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.129019
"Influence of sampling frequency and estimation method on phosphorus load uncertainty in the Western Lake Erie Basin, Ohio, USA",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128906
Water quality and interaction between groundwater and surface water impacted by agricultural activities in an oasis-desert region,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128937
Prediction of water resources change trend in the Three Gorges Reservoir Area under future climate change,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128881
Impacts of precipitation variations on agricultural water scarcity under historical and future climate change,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128999
A theoretical model for simulating periodic processes of intermittent karst springs considering changed recharge rates into siphon cavity,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.129017
An improved GEV boosting method for imbalanced data classification with application to short-term rainfall prediction,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128882
Inter-comparison and integration of different soil moisture downscaling methods over the Qinghai-Tibet Plateau,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.129014
Novel insight into iodine enrichment in alluvial-lacustrine aquifers: Evidence from stable carbon and iron isotopes,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128940
"Spatial distribution and controlling mechanisms of high fluoride groundwater in the coastal plain of Bohai Rim, North China",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128952
"Spatial-temporal heterogeneity analysis of blue and green water resources for Poyang Lake basin, China",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128983
Factors controlling the temporal variability of streamflow transit times in tropical alpine catchments,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128990
Relationship between sediment load and climate extremes in the major Chinese rivers,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128962
"Hydrological and dynamical response of glaciers to climate change based on their dimensions in the Hunza Basin, Karakoram",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128948
Dynamic water level changes in Qinghai Lake from integrating refined ICESat-2 and GEDI altimetry data (2018–2021),2023,Journal of Hydrology,10.1016/j.jhydrol.2022.129007
Longitudinal patterns of dissolved organic matter quality and bacterial community degradation function along the mainstream of Three Gorges Reservoir during impoundment period,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128997
Flow velocity evolution through a floating rigid cylinder array under unidirectional flow,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128915
"Calibration of ECMWF SEAS5 based streamflow forecast in Seasonal hydrological forecasting for Citarum river basin, West Java, Indonesia",2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2022.101305
A new approach to weather radar adjustment for heavy rainfall events using ANFIS-PSO,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128956
The role of different sources of uncertainty on the stochastic quantification of subsurface discharges in heterogeneous aquifers,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128930
Identifying discontinuities of flood frequency curves,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128989
The response patterns of riverbank to the components carried by different pollution sources in the river: Experiments and models,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128903
Developing reliable urban flood hazard mapping from LiDAR data,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128975
Experimental investigation of sediment movement as a result of homogeneous earth-fill dam overtopping break over a simplified urban area,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128924
Exploring spatio-temporal patterns of sediment load and driving factors in Lancang-Mekong River basin before operation of mega-dams (1968–2002),2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128922
An Analytical solution for groundwater lens pumping in a three-dimensional rectangular island,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128928
Soil loss through fissures and its responses to rainfall based on drip water monitoring in karst caves,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.129000
"Assessment of sediment yield and deposition in a dry reservoir using field observations, RUSLE and remote sensing: Wadi Assarin, Oman",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128982
Developing a framework for urban flood modeling in Data-poor regions,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128985
Statistical roughness properties of the gravel bed surfaces in a meandering channel,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128966
Research on oxygen transfer in an aerated flow with emergent vegetation,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128935
Submarine groundwater discharge in response to the construction of subsurface physical barriers in coastal aquifers,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.129010
Dynamics of DOC concentration and flux in different propagation stages of hydrological drought: Patterns and drivers,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128939
Parameter estimation for models of major rainfall induced floods in ungaged mountain basins of Colorado,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2022.101300
Recent precipitation trends in Peninsular Spain and implications for water infrastructure design,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2022.101308
Influence of a heavy rainfall event on nutrients and phytoplankton dynamics in a well-mixed semi-enclosed bay,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128932
A source tracking framework for attribution of reservoir fluxes in multi-reservoir systems,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128953
Effects of desert riparian vegetation roots on the riverbank retreat process in the Tarim River in China,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128894
Fuzzy risk-based technique for the design of an ogee spillway in a diversion dam based on hydrological return period discharge and the resistance-load theory,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.129004
"Hydrological regulation of nitrate sources, transformation and transport pathway in a karstic river",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128998
Biophysical controls of dew formation in a typical cropland and its relationship to drought in the North China Plain,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128945
Past and future changes toward earlier timing of streamflow over Pakistan from bias-corrected regional climate projections (1962–2099),2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128959
How well do the multi-satellite and atmospheric reanalysis products perform in hydrological modelling,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128920
Validation of boundary layer solution for assessing mixing zone dynamics of saltwater wedge in a coastal aquifer,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128899
Phosphogypsum weathering and implications for pollutant discharge into an estuary,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128943
Long-term climatological and ecohydrological analysis of a paired catchment – flux tower observatory near Dresden (Germany). Is there evidence of climate change in local evapotranspiration?,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128873
A stomatal optimization model adopting a conservative strategy in response to soil moisture stress,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128931
Rapid urban flood risk mapping for data-scarce environments using social sensing and region-stable deep neural network,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128758
Soil frost controls streamflow generation processes in headwater catchments,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128801
Relating soil-root hydraulic resistance variation to stomatal regulation in soil-plant water transport modeling,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128879
A stochastic approach to simulate realistic continuous snow depth time series,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128980
Responses of carbon and water use efficiencies to climate and land use changes in China's karst areas,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128968
Quantitative partitioning of temporal origin of transpiration into pre- and post-plantation under deep-rooted vegetation on the Loess Plateau of China,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128964
"Coupled effects of dam, hydrology, and estuarine filtering on dissolved organic carbon and optical properties in the reservoir-river-estuary continuum",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128893
Semi-quantitative evaluation of levees risk within the context of hydrology uncertainty,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128750
Objectivity verification experiment of the dynamic system response curve method for streamflow simulation,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128969
Variation in riverine dissolved organic matter (DOM) optical quality during snowmelt- and rainfall-driven events in a forested wetland watershed,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128988
"Reconstruction of the water cycle process reveals the 600-year evolution of the human-water relationship in Tunpu, China",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128927
Water-use efficiency in a humid karstic forest in southwestern China: Interactive responses to the environmental drivers,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128973
Introducing water factors improves simulations of maize stomatal conductance models under plastic film mulching in arid and semi-arid irrigation areas,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128908
Real-time control of combined sewer systems: Risks associated with uncertainties,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128900
Global sensitivity analysis of bioretention cell design for stormwater system: A comparison of VARS framework and Sobol method,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128895
The effects of influence radius and drawdown cone on the areas related to the protection of water wells,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.129001
Multi-objective robust decision-making for LIDs implementation under climatic change,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128954
Can we estimate the lake mean depth and volume from the deepest record and auxiliary geospatial parameters?,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128958
Surprising suspended sediment dynamics of an alpine basin affected by a large infrequent disturbance,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128933
Estimating lateral groundwater inflow to rivers using heat as a tracer,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128965
Ying Fan and groundwater's global impact,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128923
"A case study on the migration of nuclides in the coupled vadose zone-groundwater system at a proposed spent fuel reprocessing site in Gansu, China",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128977
Flow partitioning modelling using high-resolution electrical conductivity data during variable flow conditions in a tropical montane catchment,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128898
A novel grid cell–based urban flood resilience metric considering water velocity and duration of system performance being impacted,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128911
Insights into runoff changes in the source region of Yellow River under frozen ground degradation,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128892
A novel fully hybrid simulation-optimization approach for enhancing the calibration and verification performance of the TUW hydrological model,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128976
A novel coupling preprocessing approach for handling missing data in water quality prediction,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128901
Simulation of daily maize evapotranspiration at different growth stages using four machine learning models in semi-humid regions of northwest China,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128947
Changes in storm surges based on a bias-adjusted reconstruction dataset from 1900 to 2010,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128759
Adapting irrigated agriculture in the Middle Rio Grande to a warm-dry future,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2022.101307
Estimating porosity distribution of a heterogeneous alluvial aquifer by GPU-accelerated 3D conditional stochastic inversion of common-offset GPR reflection data,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128883
Time-frequency analysis of groundwater depth variation based on the ICA-WTC composite method,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128914
The impact of geological heterogeneity on coupled CO<inf>2</inf> storage and geothermal extraction in inclined reservoirs,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128950
A Multi criteria Decision Making based nonparametric method of fragments to disaggregate daily precipitation,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128994
Continuous measurement of flow direction and streamflow based on travel time principles using a triangular distribution of acoustic tomography systems,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128917
Deep learning for earthquake hydrology? Insights from the karst Gran Sasso aquifer in central Italy,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.129002
Estimation of water required to recover from agricultural drought: Perspective from regression and probabilistic analysis methods,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128888
Detecting and attributing the changes in baseflow in China's Loess Plateau,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128957
"Effects of fluvial sedimentary heterogeneity on CO<inf>2</inf> geological storage: Integrating storage capacity, injectivity, distribution and CO<inf>2</inf> phases",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128936
Invasion of natural grasslands by exotic trees increases flood risks in mountainous landscapes in South India,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128944
X-band polarimetric radar QPE for urban hydrology: The increased contribution of high-resolution rainfall capturing,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128905
Assessment of multiple dam- and sluice-induced alterations in hydrologic regime and ecological flow,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128960
Rainfall partitioning by vegetation in China: A quantitative synthesis,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128946
Twenty-first century climate extremes’ projections and their spatio-temporal trend analysis over Pakistan,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2022.101295
Perception changes and the attribution of the impact of Lancang-Mekong hydropower dams in the media of riparian countries from 1971 to 2020,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2022.101302
A novel water use efficiency model based on stomata coupling crop growth and farmland water cycle processes in arid area,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128974
Mapping regional subsidence rate from electricity consumption-based groundwater extraction,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2022.101289
Quantification of global Digital Elevation Model (DEM) – A case study of the newly released NASADEM for a river basin in Central Vietnam,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2022.101282
Ecosystem water use efficiency was enhanced by the implementation of forest conservation and restoration programs in China,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128979
A French hydrologist's research for sustainable agriculture,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128907
Watershed model parameter estimation in low data environments,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2022.101306
Projecting multi-attribute flood regime changes for the Yangtze River basin,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128846
"Comparison of remote sensing evapotranspiration models: Consistency, merits, and pitfalls",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128856
Response of runoff processes to temperature rise in basins with different glacier ratios in the monsoon-influenced southern Tibetan Plateau,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2022.101299
"Small hydropower development potential in the Densu River Basin, Ghana",2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2022.101304
A Gaussian-Mixture based stochastic framework for the interpretation of spatial heterogeneity in multimodal fields,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128849
Evaluating surface soil moisture characteristics and the performance of remote sensing and analytical products in Central Asia,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128921
Determination of low-flow components in alpine permafrost rivers,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128886
Improving the estimation of snow depth in the Noah-MP model by combining particle filter and Bayesian model averaging,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128877
"Pseudo global warming experiment of flood inundation in the upper White Volta River, Ghana",2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2022.101297
An assessment of rainfall kinetic energy functional relationships with GPM DPR,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128754
"Examining the spatially varying effects of climatic and environmental pollution factors on the NDVI based on their spatially heterogeneous relationships in Bohai Rim, China",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128815
"Drivers of uncertainty in precipitation frequency under current and future climate – application to Maryland, USA",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128775
Using a Bayesian joint probability approach to improve the skill of medium-range forecasts of the Indian summer monsoon rainfall,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2022.101284
Blending high-resolution satellite rainfall estimates over urban catchment using Bayesian Model Averaging approach,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2022.101287
There is glory in prevention! Regional spatio-temporal agrochemical runoff into aquatic ecosystems and its potential mitigation using multifunctional buffers,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2022.101283
A modified approach to determine mean sediment load and related discharge indices for suspended sediment transport,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128832
Variations and drivers of terrestrial water storage in ten basins of China,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2022.101286
A long short-term components neural network model with data augmentation for daily runoff forecasting,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128853
Some statistical inferences of parameter in MCMC approach and the application in uncertainty analysis of hydrological simulation,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128767
Near surface roughness estimation: A parameterization derived from artificial rainfall experiments and two-dimensional hydrodynamic modelling for multiple vegetation coverages,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128786
A comprehensive comparison of the fifth and sixth phases of the coupled model intercomparison project based on the Canadian earth system models in spatio-temporal variability of long-term flood susceptibility using remote sensing and flood frequency analysis,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128851
Multiscale fractures integrated equivalent porous media method for simulating flow and solute transport in fracture-matrix system,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128845
"Modeling the impacts of fully-filled check dams on flood processes using CAESAR-lisflood model in the Shejiagou catchment of the Loess Plateau, China",2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2022.101290
Upscaling point-scale lysimeter drainage measurements to the regional scale using a machine learning approach considering uncertainty,2023,Journal of Hydrology New Zealand,N/A
Auckland deluge 2023: a historical perspective,2023,Journal of Hydrology New Zealand,N/A
Transition probability analysis of lithology descriptions for probabilistic delineation of well capture zones,2023,Journal of Hydrology New Zealand,N/A
"Historical measurements on Lake Joyce, Taylor Valley, Antarctica",2023,Journal of Hydrology New Zealand,N/A
"Geostatistical analyses empowered with gradient boosting and extra trees classifier algorithms in the prediction of groundwater quality and geology-lithology attributes over YSR district, India",2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.134621
Understanding efficient seawater intrusion assessment in coastal region of India: a methodological review,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.134626
Developing rainfall intensity-duration-frequency curves for Dodola catchment to estimate peak discharge using frequency analysis,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.134625
Comparison features importance for temporal and spatial-temporal approaches in GRACE and GRACE-FO signal reconstruction based on GLDAS data,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.134623
"Long term trend analysis on precipitation in Ajmer District of Rajasthan State, India",2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.134624
Estimation of natural stream-water flow rates in semi-arid climate with the rough model method,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.133204
Analysing the meteorological parameters in the Jhelum watershed,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.133156
"Geology and granulometry analysis of Krueng Aceh River floodplain, Aceh Besar",2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.133131
Runoff prediction based on climate change projection of the Greater Zab River Basin,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.133149
Density-based spatial clustering of application with noise approach for regionalisation and its effect on hierarchical clustering,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.133143
Studying the effect of climate elements variability on surface water runoff and infiltration rate in Babylon province by using statistical analysis,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.132584
"Spatio-temporal monitoring and dynamic analysis of Harmukh Glaciers, Kashmir Himalaya",2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.132593
"Flood susceptibility mapping using MCDM-AHP approach and geospatial techniques – a study of Hyderabad District, Telangana, India",2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.132602
Monthly TRMM correction and application in hydrological modelling,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.132589
Prediction of Vistula water surface level by applying the new group method of data handling,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.132586
Determination the optimal prediction scenario for the future precipitation rates in the Al-Najaf Governorate in Iraq,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.132583
Effect of land use land cover change on runoff characteristics using curve number: a GIS and remote sensing approach,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.131824
Field quantification and spatial variation of bed load transport in mountain stream: a case study of Gujarat (India),2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.131829
GAM-IDF: a web tool for fitting IDF equations from daily rainfall data,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.131882
Monthly stream flow prediction: the power of ensemble machine learning-based decision support models,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.131834
The use of low-cost bathymetric methods for the purpose of exploiting mid-forest water reservoirs,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.131835
Soil organic matter control of water transmission properties of coarse-Textured soils under contrasting land-use types in tropical rainforest,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.131833
Global precipitation system scale increased from 2001 to 2020,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128768
Hydro-economic optimisation proposal based on an optimised resource allocation model: a case study of the Peruvian agro-industrial company San Jacinto,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.131176
Investigating the effect of bridge pier material type and related parameters on local scour,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.131185
"Statistical temporal analysis of trend and variability of rainfall in Surat district, Gujarat, India",2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.131175
The review of 102 design support tools for nature-based solutions applications,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.131169
"Stochastic modelling of the daily precipitation occurrence in the Tocantins-Araguaia hydrographic region, Amazon, Brazil",2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.131180
Evaluation of trihalomethanes formation in polymeric pipes within water distribution system,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.131233
Modelling and forecasting of relative humidity in Indian region,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.130081
Quadrangle statistical downscaling method application to Mascara-Matemore in Algeria,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.130086
"Gradual changes in temperature, humidity, rainfall, and solar irradiation as indicators of city climate change and increasing hydrometeorological disaster: a case study in Yogyakarta, Indonesia",2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.130161
Low flow frequency analysis of Tawi River discharge at Jammu location,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.130087
Assessment of coefficient of discharge of gabion weir using soft computing techniques,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.130082
Performance of conservative and non-conservative two-dimensional shallow water models in wavy riverbed,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.130106
Gene-expression programming for scour around spur dike,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.130140
Modflow model in the assessment of water conditions in forest areas,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2023.130080
Threshold of motion of unconventional sediment under unidirectional flow,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2021.10040508
"Conjunctive use of flow modelling, entropy, and GIS to design the groundwater monitoring network in the complex aquifer system",2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2021.10041387
Efficiency of indirect and estimated evapotranspiration methods in South Western Nigeria,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2021.10041388
People’s perception on climate change effects and adaptation in the Haor Basin of Bangladesh,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2021.10041194
Strategic planning of rubber dams by the SWOT and SWOT-AHP methods in Iran,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2021.10041819
"Modelling of stage-discharge relationship using optimisation techniques for Jhelum River in Kashmir Valley, NW Himalayas",2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2021.10042596
Exploring hidden patterns in rainfall in Mula-Mutha and Bhima sub-basin of Upper Krishna Valley using statistical trend analysis for water resources planning,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2022.10047049
"The study of climate change related drought risk using weather research and forecasting model over Eastern Africa, Ethiopia",2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2021.10042159
"Empirical equation for estimating sunshine hours, and comparison of reference evapotranspiration models in temperate Kashmir Valley, India",2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2021.10040772
Effect of debris on the upstream hydraulic head of sluice gate,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2021.10039593
How interfacial dynamics controls drainage pore-invasion patterns in porous media,2023,Advances in Water Resources,10.1016/j.advwatres.2022.104353
Water consumption during a leafless period in a dry season in three deciduous tropical timber species,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128705
Calibrating APEX model for predicting surface runoff and sediment loss in a watershed – a case study in Shivalik region of India,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2021.10041820
Incorporating IMERG satellite precipitation uncertainty into seasonal and peak streamflow predictions using the Hillslope Link hydrological model,2023,Journal of Hydrology X,10.1016/j.hydroa.2023.100148
"Groundwater-borne nitrate removal within heterogeneous sediments under interactions between hydraulics, nutrients, and biofilms",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128777
"Long-term trends of streamflow, sediment load and nutrient fluxes from the Mississippi River Basin: Impacts of climate change and human activities",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128822
A remote sensing-based method for daily evapotranspiration mapping and partitioning in a poorly gauged basin with arid ecosystems in the Qinghai-Tibet Plateau,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128807
"Forest hydrology in Chile: Past, present, and future",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128681
Variably saturated dual-permeability flow modeling to assess distributed infiltration and vadose storage dynamics of a karst aquifer – The Western Mountain Aquifer in Israel and the West Bank,2023,Journal of Hydrology X,10.1016/j.hydroa.2022.100143
Physics-constrained Gaussian process regression for soil moisture dynamics,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128779
"Sustainable estuarine governance based on artificial island scheme for a highly anthropogenic influenced Shenzhen Bay, China",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128784
Tracking snowmelt during hydrological surface processes using a distributed hydrological model in a mesoscale basin on the Tibetan Plateau,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128796
"Long-term river water temperature reconstruction and investigation: A case study of the Dongting Lake Basin, China",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128857
Chlorine geochemistry of various geothermal waters in China: Implications for geothermal system geneses,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128783
